sesion_id,acta_id,nroperiodo,tipo_periodo,reunion,sesion,tipo_sesion,numero,fecha,hora,base_mayoria,tipo_mayoria,titulo,resultado,presidente_nombre,persona_id,votos_afirmativos,votos_negativos,abstenciones,ausentes
HCDN133R03,39,133,Ordinario,3,3,Especial,11,2015-06-11,00:30,Legisladores Presentes,Más de la mitad,Expediente 4348-D-12 (y otros) - Orden del Día 1956 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,206,0,0,50
HCDN133R03,40,133,Ordinario,3,3,Especial,12,2015-06-11,00:47,Votos Emitidos,Más de la mitad,Expediente 75-D-14 (y otros) - Orden del Día 2012 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,202,0,3,51
HCDN133R03,29,133,Ordinario,3,3,Especial,1,2015-06-10,15:59,Votos Emitidos,Más de la mitad,Expediente 47-S-15 - Orden del Día 2024 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,128,75,0,53
HCDN133R03,30,133,Ordinario,3,3,Especial,2,2015-06-10,23:54,Votos Emitidos,Más de la mitad,Expediente 32-S-15 - Orden del Día 2017 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,130,88,0,38
HCDN133R03,31,133,Ordinario,3,3,Especial,3,2015-06-10,23:55,Votos Emitidos,Más de la mitad,Expediente 28-S-15 - Orden del Día 2018 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,130,88,0,38
HCDN133R03,32,133,Ordinario,3,3,Especial,4,2015-06-10,23:57,Votos Emitidos,Más de la mitad,Expediente 30-S-15 - Orden del Día 2019 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,187,29,2,38
HCDN133R03,33,133,Ordinario,3,3,Especial,5,2015-06-10,23:58,Votos Emitidos,Más de la mitad,Expediente 31-S-15 - Orden del Día 2020 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,130,88,0,38
HCDN133R03,34,133,Ordinario,3,3,Especial,6,2015-06-11,00:00,Votos Emitidos,Más de la mitad,Expediente 27-S-15 - Orden del Día 2022 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,163,55,0,38
HCDN133R03,35,133,Ordinario,3,3,Especial,7,2015-06-11,00:01,Votos Emitidos,Más de la mitad,Expediente 29-S-15 - Orden del Día 2021 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,133,81,3,39
HCDN133R03,36,133,Ordinario,3,3,Especial,8,2015-06-11,00:08,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,213,0,2,41
HCDN133R03,37,133,Ordinario,3,3,Especial,9,2015-06-11,00:25,Votos Emitidos,Más de la mitad,Expediente 139-S-14 - Orden del Día 2023 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,134,67,6,49
HCDN133R03,38,133,Ordinario,3,3,Especial,10,2015-06-11,00:28,Votos Emitidos,Más de la mitad,Expediente 3-PE-15 - Orden del Día 2013 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,185,5,16,50
HCDN133R04,26,133,Ordinario,4,4,Especial,1,2015-07-15,20:44,Votos Emitidos,Más de la mitad,Expediente 0052-S-2015 - Orden del Día 2171 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,231,0,0,25
HCDN133R04,27,133,Ordinario,4,4,Especial,2,2015-07-15,22:21,Votos Emitidos,Más de la mitad,Expediente 0045-S-2015 - Orden del Día 2163 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,132,62,3,59
HCDN133R04,28,133,Ordinario,4,4,Especial,3,2015-07-15,22:27,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,194,0,2,60
HCDN133R05,18,133,Ordinario,5,5,Tablas,1,2015-08-26,15:03,Votos Emitidos,Dos tercios,"Solicitud de Tratamiento sobre Tablas del Diputado NEGRI, Mario Raúl.",NEGATIVO,DOMINGUEZ Julián Andrés,,79,125,0,52
HCDN133R05,19,133,Ordinario,5,5,Tablas,2,2015-08-26,16:47,Votos Emitidos,Más de la mitad,Expediente 53-S-15 - Orden del Día 2175 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,123,63,0,70
HCDN133R05,20,133,Ordinario,5,5,Tablas,3,2015-08-26,17:33,Votos Emitidos,Más de la mitad,Expediente 3224-D-14 (y otros) - Orden del Día 2100 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,182,1,2,71
HCDN133R05,21,133,Ordinario,5,5,Tablas,4,2015-08-26,18:48,Votos Emitidos,Más de la mitad,Expediente 8383-D-14 - Orden del Día 1624 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,185,1,15,55
HCDN133R05,22,133,Ordinario,5,5,Tablas,5,2015-08-26,18:59,Votos Emitidos,Más de la mitad,Expediente 36-S-14 - Orden del Día 1353 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,191,1,0,64
HCDN133R05,23,133,Ordinario,5,5,Tablas,6,2015-08-26,19:02,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,196,0,0,60
HCDN133R05,24,133,Ordinario,5,5,Tablas,7,2015-08-26,19:07,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,176,18,1,61
HCDN133R05,25,133,Ordinario,5,5,Tablas,8,2015-08-26,19:09,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,198,0,0,58
HCDN133R06,13,133,Ordinario,6,6,Especial,4,2015-09-23,19:27,Votos Emitidos,Más de la mitad,Expediente 1925-D-15 - Orden del Día 2339 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,184,1,0,71
HCDN133R06,14,133,Ordinario,6,6,Especial,5,2015-09-23,20:04,Votos Emitidos,Más de la mitad,Expediente 1676-D-14 - Orden del Día 1328 - Votación en General.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,170,0,14,72
HCDN133R06,15,133,Ordinario,6,6,Especial,6,2015-09-23,20:38,Votos Emitidos,Más de la mitad,Expediente 100-S-14 - Orden del Día 2025 - Votación en General.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,178,8,4,66
HCDN133R06,16,133,Ordinario,6,6,Especial,7,2015-09-23,21:01,Votos Emitidos,Más de la mitad,Expediente 6028-D-14 - Orden del Día 1549 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,173,16,1,66
HCDN133R06,17,133,Ordinario,6,6,Especial,8,2015-09-23,21:08,Votos Emitidos,Más de la mitad,Expediente 101-S-14 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,132,19,36,69
HCDN133R06,10,133,Ordinario,6,6,Especial,1,2015-09-23,13:49,Votos Emitidos,Más de la mitad,Expediente 90-S-15 - Orden del Día 2372 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,125,72,0,59
HCDN133R06,11,133,Ordinario,6,6,Especial,2,2015-09-23,18:50,Votos Emitidos,Más de la mitad,Expediente 92-S-15 - Orden del Día 2373 - Votación en General.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,127,84,5,40
HCDN133R06,12,133,Ordinario,6,6,Especial,3,2015-09-23,19:10,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,209,0,0,47
HCDN133R07,1,133,Ordinario,7,7,Especial,1,2015-10-07,14:26,Votos Emitidos,Más de la mitad,Expediente 1599-D-14 - Orden del Día 1547 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,221,0,0,35
HCDN133R07,2,133,Ordinario,7,7,Especial,2,2015-10-07,23:48,Votos Emitidos,Más de la mitad,Expediente 15-JGM-15 - Orden del Día 2388 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,137,80,1,38
HCDN133R07,3,133,Ordinario,7,7,Especial,3,2015-10-08,00:52,Votos Emitidos,Más de la mitad,Expediente 10-PE-15 - Orden del Día 2387 - Votación en General.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,137,70,0,49
HCDN133R07,4,133,Ordinario,7,7,Especial,4,2015-10-08,01:31,Votos Emitidos,Más de la mitad,Expediente 11-PE-15 - Orden del Día 2386 - Votación en General.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,132,65,0,59
HCDN133R07,5,133,Ordinario,7,7,Especial,5,2015-10-08,02:46,Votos Emitidos,Más de la mitad,Expediente 09-PE-15 - Orden del Día 2389 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,206,0,0,50
HCDN133R07,6,133,Ordinario,7,7,Especial,6,2015-10-08,04:03,Votos Emitidos,Más de la mitad,Expediente 4988-D-15 - Orden del Día 2375 - Votación en General.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,130,43,0,83
HCDN133R07,7,133,Ordinario,7,7,Especial,7,2015-10-08,04:29,Votos Emitidos,Más de la mitad,Expediente 4987-D-15 - Orden del Día 2374 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,138,39,0,79
HCDN133R07,8,133,Ordinario,7,7,Especial,8,2015-10-08,05:06,Votos Emitidos,Más de la mitad,Expediente 42-S-15 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,172,0,0,84
HCDN133R07,9,133,Ordinario,7,7,Especial,9,2015-10-08,05:08,Votos Emitidos,Más de la mitad,Expediente 8632-D-14 - Orden del Día 2394 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,153,13,0,90
HCDN133R08,468,133,Ordinario,8,8,Especial,1,2015-11-04,15:43,Votos Emitidos,Más de la mitad,"Moción solicitada por la diputada di TULLIO, Juliana.",AFIRMATIVO,DOMINGUEZ Julián Andrés,,128,53,25,50
HCDN133R08,459,133,Ordinario,8,8,Especial,2,2015-11-04,16:25,Votos Emitidos,Más de la mitad,Expediente 94-S-15 - Orden del Día 2633 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,128,0,1,127
HCDN133R08,461,133,Ordinario,8,8,Especial,3,2015-11-04,16:47,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,129,0,0,127
HCDN133R09,450,133,Ordinario,9,9,Especial,1,2015-11-26,13:42,Votos Emitidos,Más de la mitad,Expediente 15-PE-15 - Orden del Día 2760 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,129,0,0,127
HCDN133R09,452,133,Ordinario,9,9,Especial,2,2015-11-26,18:28,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,128,0,0,128
HCDN133R09,454,133,Ordinario,9,9,Especial,3,2015-11-26,18:38,Votos Emitidos,Más de la mitad,Votación en General y Particular de proyectos de Ley.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,128,0,0,128
HCDN132R02,142,132,Ordinario,2,2,Especial,1,2014-04-24,04:06,Votos Emitidos,Más de la mitad,Expediente 03-S-14 - Orden del Día 7 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,135,59,42,20
HCDN132R04,140,132,Ordinario,4,3,Especial,3,2014-05-14,19:54,Votos Emitidos,Más de la mitad,Expediente 14-S-14 - Orden del Día 31 - Votación en General.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,129,14,53,60
HCDN132R04,141,132,Ordinario,4,3,Especial,4,2014-05-14,20:00,Votos Emitidos,Más de la mitad,Expediente 15-S-14 - Orden del Día 32 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,151,7,38,60
HCDN132R04,138,132,Ordinario,4,3,Especial,1,2014-05-14,14:50,Votos Emitidos,Más de la mitad,Expediente 01-PE-14 - Orden del Día 33 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,217,4,8,27
HCDN132R04,139,132,Ordinario,4,3,Especial,2,2014-05-14,18:39,Votos Emitidos,Más de la mitad,Expediente 11-S-14 - Orden del Día 37 - Votación en General.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,142,81,0,33
HCDN132R06,136,132,Ordinario,6,4,Especial,1,2014-05-21,22:33,Votos Emitidos,Más de la mitad,Expediente 0017-S-14 - Orden del Día 104 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,227,3,4,22
HCDN132R06,137,132,Ordinario,6,4,Especial,2,2014-05-21,23:16,Votos Emitidos,Más de la mitad,Expediente 0016-S-14 - Orden del Día 105 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,228,1,1,26
HCDN132R11,135,132,Ordinario,11,6,Tablas,13,2014-07-02,21:01,Votos Emitidos,Más de la mitad,Expediente 2-PE-14 - Orden del Día 334 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,176,4,12,64
HCDN132R11,123,132,Ordinario,11,6,Tablas,1,2014-07-02,13:51,Votos Emitidos,Dos tercios,"Pedido de Tratamiento sobre Tablas del Expediente 5110-D-14, solicitado por el Diputado NEGRI, Mario Raúl.",NEGATIVO,DOMINGUEZ Julián Andrés,,97,129,0,30
HCDN132R11,124,132,Ordinario,11,6,Tablas,2,2014-07-02,13:56,Votos Emitidos,Dos tercios,"Pedido de Preferencia solicitado por el Diputado PITROLA, Néstor Antonio.",NEGATIVO,DOMINGUEZ Julián Andrés,,100,125,0,31
HCDN132R11,125,132,Ordinario,11,6,Tablas,3,2014-07-02,15:52,Votos Emitidos,Más de la mitad,Expediente 3-D-14 - Orden del Día 333 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,180,0,0,76
HCDN132R11,126,132,Ordinario,11,6,Tablas,4,2014-07-02,16:15,Votos Emitidos,Más de la mitad,Expediente 333-D-14 - Orden del Día 349 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,138,2,50,66
HCDN132R11,127,132,Ordinario,11,6,Tablas,5,2014-07-02,16:54,Votos Emitidos,Más de la mitad,Expediente 2447-D-14 - Orden del Día 352 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,195,0,0,61
HCDN132R11,128,132,Ordinario,11,6,Tablas,6,2014-07-02,16:58,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,189,0,4,63
HCDN132R11,129,132,Ordinario,11,6,Tablas,7,2014-07-02,17:07,Votos Emitidos,Más de la mitad,Expediente 5-D-14 - Orden del Día 38 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,178,0,3,75
HCDN132R11,130,132,Ordinario,11,6,Tablas,8,2014-07-02,17:23,Votos Emitidos,Más de la mitad,Expediente 175-D-13 - Orden del Día 44 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,153,16,0,87
HCDN132R11,131,132,Ordinario,11,6,Tablas,9,2014-07-02,18:36,Votos Emitidos,Más de la mitad,Expediente 1923-D-14 - Orden del Día 310 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,157,0,27,72
HCDN132R11,132,132,Ordinario,11,6,Tablas,10,2014-07-02,18:38,Votos Emitidos,Más de la mitad,Expediente 1923-D-14 - Orden del Día 310 - Artículo 1.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,175,0,11,70
HCDN132R11,133,132,Ordinario,11,6,Tablas,11,2014-07-02,18:40,Votos Emitidos,Más de la mitad,Expediente 1923-D-14 - Orden del Día 310 - Artículo 2.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,126,48,12,70
HCDN132R11,134,132,Ordinario,11,6,Tablas,12,2014-07-02,18:45,Votos Emitidos,Más de la mitad,Expediente 2606-D-13 - Orden del Día 318 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,176,7,4,69
HCDN132R12,118,132,Ordinario,12,7,Especial,1,2014-08-06,15:00,Votos Emitidos,Más de la mitad,Expediente 0042-S-14 - Orden del Día 425 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,201,8,4,43
HCDN132R12,119,132,Ordinario,12,7,Especial,2,2014-08-06,15:31,Votos Emitidos,Más de la mitad,Expediente 0050-S-14 - Orden del Día 426 - Votación en General.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,192,5,0,59
HCDN132R12,120,132,Ordinario,12,7,Especial,3,2014-08-06,17:33,Votos Emitidos,Más de la mitad,Expediente 0037-S-14 - Orden del Día 332 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,128,62,9,57
HCDN132R12,121,132,Ordinario,12,7,Especial,4,2014-08-06,17:57,Votos Emitidos,Más de la mitad,Expediente 2568-D-14 - Orden del Día 268 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,210,0,0,46
HCDN132R12,122,132,Ordinario,12,7,Especial,5,2014-08-06,18:07,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,204,0,1,51
HCDN132R13,111,132,Ordinario,13,8,Tablas,1,2014-08-27,13:26,Votos Emitidos,Más de la mitad,Expediente 4451-D-14 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,201,3,0,52
HCDN132R13,112,132,Ordinario,13,8,Tablas,2,2014-08-27,20:18,Votos Emitidos,Más de la mitad,Expediente 43-S-14 - Orden del Día 469 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,204,0,4,48
HCDN132R13,113,132,Ordinario,13,8,Tablas,3,2014-08-27,20:25,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,206,3,0,47
HCDN132R13,114,132,Ordinario,13,8,Tablas,4,2014-08-27,20:28,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,206,0,0,50
HCDN132R13,115,132,Ordinario,13,8,Tablas,5,2014-08-27,20:30,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,192,12,2,50
HCDN132R13,116,132,Ordinario,13,8,Tablas,6,2014-08-27,21:07,Votos Emitidos,Más de la mitad,Expediente 404-D-13 (y otro) - Orden del Día 415 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,193,0,0,63
HCDN132R13,117,132,Ordinario,13,8,Tablas,7,2014-08-27,21:32,Votos Emitidos,Más de la mitad,Votación de Declaraciones de Validez.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,128,54,0,74
HCDN132R15,110,132,Ordinario,15,10,Especial,4,2014-09-11,05:45,Votos Emitidos,Más de la mitad,Expediente 0056-S-14 - Orden del Día 671 - Artículo 12.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,134,95,6,21
HCDN132R15,107,132,Ordinario,15,10,Especial,1,2014-09-10,14:04,Votos Emitidos,Más de la mitad,Expediente 0055-S-14  - Orden del Día 670 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,164,57,0,35
HCDN132R15,108,132,Ordinario,15,10,Especial,2,2014-09-11,05:35,Votos Emitidos,Más de la mitad,Expediente 0056-S-14 - Orden del Día 671 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,134,99,5,18
HCDN132R15,109,132,Ordinario,15,10,Especial,3,2014-09-11,05:40,Votos Emitidos,Más de la mitad,Expediente 0056-S-14 - Orden del Día 671 - Artículo 1.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,133,101,1,21
HCDN132R16,103,132,Ordinario,16,11,Especial,1,2014-09-17,12:38,Votos Emitidos,Más de la mitad,Expediente 0044-S-14 - Orden del Día 515 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,211,3,0,42
HCDN132R16,104,132,Ordinario,16,11,Especial,2,2014-09-18,02:05,Votos Emitidos,Más de la mitad,Expediente 0060-S-14 - Orden del Día 789 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,130,105,5,16
HCDN132R16,105,132,Ordinario,16,11,Especial,3,2014-09-18,02:07,Votos Emitidos,Más de la mitad,Expediente 0057-S-14 - Orden del Día 790 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,136,104,0,16
HCDN132R16,106,132,Ordinario,16,11,Especial,4,2014-09-18,02:20,Votos Emitidos,Más de la mitad,Expediente 0062-S-14 - Orden del Día 791 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,203,35,0,18
HCDN132R17,102,132,Ordinario,17,12,Especial,1,2014-10-01,19:36,Votos Emitidos,Más de la mitad,Expediente 102-S-2013 - Orden del Día 829 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,134,0,0,122
HCDN132R18,100,132,Ordinario,18,13,Especial,1,2014-10-09,01:59,Votos Emitidos,Más de la mitad,Expediente 15-JGM-14 - Orden del Día 863 - Votación en General.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,133,112,0,11
HCDN132R18,101,132,Ordinario,18,13,Especial,2,2014-10-09,02:28,Votos Emitidos,Más de la mitad,Expediente 15-JGM-14 - Orden del Día 863 - Artículo 47.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,132,68,0,56
HCDN132R19,96,132,Ordinario,19,14,Especial,9,2014-10-22,23:44,Votos Emitidos,Más de la mitad,Expediente 5141-D-13 - Orden del Día 842 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,174,0,53,29
HCDN132R19,97,132,Ordinario,19,14,Especial,10,2014-10-22,23:46,Votos Emitidos,Más de la mitad,Expediente 33-S-14 - Orden del Día 835 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,155,0,72,29
HCDN132R19,98,132,Ordinario,19,14,Especial,11,2014-10-23,00:02,Votos Emitidos,Más de la mitad,Votación en General y Particular de Proyectos de Ley.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,226,0,0,30
HCDN132R19,99,132,Ordinario,19,14,Especial,12,2014-10-23,00:07,Miembros del Cuerpo,Dos tercios,Expediente 4907-D-14  - Orden del Día 516 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,218,0,3,35
HCDN132R19,88,132,Ordinario,19,14,Especial,1,2014-10-22,16:09,Votos Emitidos,Más de la mitad,Expediente 5-PE-14 - Orden del Día 834 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,236,0,0,20
HCDN132R19,89,132,Ordinario,19,14,Especial,2,2014-10-22,20:15,Votos Emitidos,Más de la mitad,Expediente 38-S-14 - Orden del Día 850 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,132,88,5,31
HCDN132R19,90,132,Ordinario,19,14,Especial,3,2014-10-22,23:23,Votos Emitidos,Más de la mitad,Expediente 32-S-14 - Orden del Día 851 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,226,0,0,30
HCDN132R19,91,132,Ordinario,19,14,Especial,4,2014-10-22,23:25,Votos Emitidos,Más de la mitad,Expediente 2205-D-13 - Orden del Día 841 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,223,0,3,30
HCDN132R19,92,132,Ordinario,19,14,Especial,5,2014-10-22,23:31,Votos Emitidos,Más de la mitad,Expediente 5588-D-13 - Orden del Día 830 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,157,0,68,31
HCDN132R19,93,132,Ordinario,19,14,Especial,6,2014-10-22,23:36,Votos Emitidos,Más de la mitad,Expediente 75-D-13 - Orden del Día 838 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,180,0,47,29
HCDN132R19,94,132,Ordinario,19,14,Especial,7,2014-10-22,23:42,Votos Emitidos,Más de la mitad,Expediente 178-D-13 - Orden del Día 839 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,175,0,52,29
HCDN132R19,95,132,Ordinario,19,14,Especial,8,2014-10-22,23:43,Votos Emitidos,Más de la mitad,Expediente 834-D-13 - Orden del Día 840 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,227,0,0,29
HCDN132R20,86,132,Ordinario,20,15,Especial,1,2014-10-29,13:35,Votos Emitidos,Más de la mitad,Expediente 0007-PE-14 - Orden del Día 995 - Votación.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,205,0,0,51
HCDN132R20,87,132,Ordinario,20,15,Especial,2,2014-10-30,02:22,Votos Emitidos,Más de la mitad,Expediente 0073-S-14 - Orden del Día 996 - Votación en General.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,130,116,1,9
HCDN132R22,75,132,Ordinario,22,17,Especial,12,2014-11-13,00:24,Votos Emitidos,Más de la mitad,Expediente 6943-D-13 - Orden del Día 527 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,123,54,21,58
HCDN132R22,76,132,Ordinario,22,17,Especial,13,2014-11-13,01:19,Votos Emitidos,Más de la mitad,Expediente 3719-D-14 - Orden del Día 342  - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,122,41,25,68
HCDN132R22,77,132,Ordinario,22,17,Especial,14,2014-11-13,02:24,Votos Emitidos,Más de la mitad,Expediente 222-S-12 - Orden del Día 1223 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,181,10,3,62
HCDN132R22,78,132,Ordinario,22,17,Especial,15,2014-11-13,02:26,Votos Emitidos,Más de la mitad,Expediente 5908-D-14 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,181,9,3,63
HCDN132R22,79,132,Ordinario,22,17,Especial,16,2014-11-13,02:30,Votos Emitidos,Más de la mitad,Expediente 6369-D-13 - Orden del Día 959 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,197,0,0,59
HCDN132R22,80,132,Ordinario,22,17,Especial,17,2014-11-13,02:38,Votos Emitidos,Más de la mitad,Expediente 6438-D-13 - Orden del Día 1233 - Votación en General y Particular.,AFIRMATIVO,ABDALA DE MATARAZZO Norma Amanda,,194,0,0,62
HCDN132R22,65,132,Ordinario,22,17,Especial,2,2014-11-12,14:54,Votos Emitidos,Más de la mitad,Expediente 224-S-12 - Orden del Día 514 - Votación en General y Particular.,AFIRMATIVO,DOMINGUEZ Julián Andrés,,217,0,1,38
